"","count","X","name","unicode","bytes","emojiid","rencoding","dens","dens_sm"
"394",14,187,"watch","U+231A","\xE2\x8C\x9A",187,"<e2><8c><9a>",0,8.25774741862816e-06
"395",14,188,"hourglass","U+231B","\xE2\x8C\x9B",188,"<e2><8c><9b>",0,8.25774741862816e-06
"396",14,280,"crescent moon","U+1F319","\xF0\x9F\x8C\x99",280,"<ed><a0><bc><ed><bc><99>",0,8.25774741862816e-06
"397",14,338,"chocolate bar","U+1F36B","\xF0\x9F\x8D\xAB",338,"<ed><a0><bc><ed><bd><ab>",0,8.25774741862816e-06
"398",14,401,"trumpet","U+1F3BA","\xF0\x9F\x8E\xBA",401,"<ed><a0><bc><ed><be><ba>",0,8.25774741862816e-06
"399",14,506,"athletic shoe","U+1F45F","\xF0\x9F\x91\x9F",506,"<ed><a0><bd><ed><b1><9f>",0,8.25774741862816e-06
"400",14,516,"family","U+1F46A","\xF0\x9F\x91\xAA",516,"<ed><a0><bd><ed><b1><aa>",0,8.25774741862816e-06
"401",14,520,"bride with veil","U+1F470","\xF0\x9F\x91\xB0",520,"<ed><a0><bd><ed><b1><b0>",0,8.25774741862816e-06
"402",14,719,"moyai","U+1F5FF","\xF0\x9F\x97\xBF",719,"<ed><a0><bd><ed><b7><bf>",0,8.25774741862816e-06
"403",14,756,"rowboat","U+1F6A3","\xF0\x9F\x9A\xA3",756,"<ed><a0><bd><ed><ba><a3>",0,8.25774741862816e-06
"404",13,95,"ambulance","U+1F691","\xF0\x9F\x9A\x91",95,"<ed><a0><bd><ed><ba><91>",0,7.70723092405295e-06
"405",13,100,"recreational vehicle","U+1F699","\xF0\x9F\x9A\x99",100,"<ed><a0><bd><ed><ba><99>",0,7.70723092405295e-06
"406",13,197,"black right-pointing triangle","U+25B6","\xE2\x96\xB6",197,"<e2><96><b6>",0,7.70723092405295e-06
"407",13,223,"black spade suit","U+2660","\xE2\x99\xA0",223,"<e2><99><a0>",0,7.70723092405295e-06
"408",13,230,"anchor","U+2693","\xE2\x9A\x93",230,"<e2><9a><93>",0,7.70723092405295e-06
"409",13,340,"lollipop","U+1F36D","\xF0\x9F\x8D\xAD",340,"<ed><a0><bc><ed><bd><ad>",0,7.70723092405295e-06
"410",13,359,"christmas tree","U+1F384","\xF0\x9F\x8E\x84",359,"<ed><a0><bc><ed><be><84>",0,7.70723092405295e-06
"411",13,416,"house with garden","U+1F3E1","\xF0\x9F\x8F\xA1",416,"<ed><a0><bc><ed><bf><a1>",0,7.70723092405295e-06
"412",13,625,"scroll","U+1F4DC","\xF0\x9F\x93\x9C",625,"<ed><a0><bd><ed><b3><9c>",0,7.70723092405295e-06
"413",12,57,"person with pouting face","U+1F64E","\xF0\x9F\x99\x8E",57,"<ed><a0><bd><ed><b9><8e>",0,7.15671442947774e-06
"414",12,82,"heavy plus sign","U+2795","\xE2\x9E\x95",82,"<e2><9e><95>",0,7.15671442947774e-06
"415",12,83,"heavy minus sign","U+2796","\xE2\x9E\x96",83,"<e2><9e><96>",0,7.15671442947774e-06
"416",12,90,"high-speed train with bullet nose","U+1F685","\xF0\x9F\x9A\x85",90,"<ed><a0><bd><ed><ba><85>",0,7.15671442947774e-06
"417",12,314,"strawberry","U+1F353","\xF0\x9F\x8D\x93",314,"<ed><a0><bc><ed><bd><93>",0,7.15671442947774e-06
"418",12,318,"poultry leg","U+1F357","\xF0\x9F\x8D\x97",318,"<ed><a0><bc><ed><bd><97>",0,7.15671442947774e-06
"419",12,326,"french fries","U+1F35F","\xF0\x9F\x8D\x9F",326,"<ed><a0><bc><ed><bd><9f>",0,7.15671442947774e-06
"420",12,411,"surfer","U+1F3C4","\xF0\x9F\x8F\x84",411,"<ed><a0><bc><ed><bf><84>",0,7.15671442947774e-06
"421",12,420,"bank","U+1F3E6","\xF0\x9F\x8F\xA6",420,"<ed><a0><bc><ed><bf><a6>",0,7.15671442947774e-06
"422",12,593,"briefcase","U+1F4BC","\xF0\x9F\x92\xBC",593,"<ed><a0><bd><ed><b2><bc>",0,7.15671442947774e-06
"423",12,619,"open book","U+1F4D6","\xF0\x9F\x93\x96",619,"<ed><a0><bd><ed><b3><96>",0,7.15671442947774e-06
"424",12,757,"vertical traffic light","U+1F6A6","\xF0\x9F\x9A\xA6",757,"<ed><a0><bd><ed><ba><a6>",0,7.15671442947774e-06
"425",12,807,"dog","U+1F415","\xF0\x9F\x90\x95",807,"<ed><a0><bd><ed><b0><95>",0,7.15671442947774e-06
"426",11,44,"kissing cat face with closed eyes","U+1F63D","\xF0\x9F\x98\xBD",44,"<ed><a0><bd><ed><b8><bd>",0,6.60619793490253e-06
"427",11,72,"eight pointed black star","U+2734","\xE2\x9C\xB4",72,"<e2><9c><b4>",0,6.60619793490253e-06
"428",11,76,"negative squared cross mark","U+274E","\xE2\x9D\x8E",76,"<e2><9d><8e>",0,6.60619793490253e-06
"429",11,97,"police car","U+1F693","\xF0\x9F\x9A\x93",97,"<ed><a0><bd><ed><ba><93>",0,6.60619793490253e-06
"430",11,229,"wheelchair symbol","U+267F","\xE2\x99\xBF",229,"<e2><99><bf>",0,6.60619793490253e-06
"431",11,336,"doughnut","U+1F369","\xF0\x9F\x8D\xA9",336,"<ed><a0><bc><ed><bd><a9>",0,6.60619793490253e-06
"432",11,383,"artist palette","U+1F3A8","\xF0\x9F\x8E\xA8",383,"<ed><a0><bc><ed><be><a8>",0,6.60619793490253e-06
"433",11,393,"game die","U+1F3B2","\xF0\x9F\x8E\xB2",393,"<ed><a0><bc><ed><be><b2>",0,6.60619793490253e-06
"434",11,430,"european castle","U+1F3F0","\xF0\x9F\x8F\xB0",430,"<ed><a0><bc><ed><bf><b0>",0,6.60619793490253e-06
"435",11,459,"cow face","U+1F42E","\xF0\x9F\x90\xAE",459,"<ed><a0><bd><ed><b0><ae>",0,6.60619793490253e-06
"436",11,497,"jeans","U+1F456","\xF0\x9F\x91\x96",497,"<ed><a0><bd><ed><b1><96>",0,6.60619793490253e-06
"437",11,511,"bust in silhouette","U+1F464","\xF0\x9F\x91\xA4",511,"<ed><a0><bd><ed><b1><a4>",0,6.60619793490253e-06
"438",11,534,"alien monster","U+1F47E","\xF0\x9F\x91\xBE",534,"<ed><a0><bd><ed><b1><be>",0,6.60619793490253e-06
"439",11,598,"file folder","U+1F4C1","\xF0\x9F\x93\x81",598,"<ed><a0><bd><ed><b3><81>",0,6.60619793490253e-06
"440",11,609,"pushpin","U+1F4CC","\xF0\x9F\x93\x8C",609,"<ed><a0><bd><ed><b3><8c>",0,6.60619793490253e-06
"441",11,629,"fax machine","U+1F4E0","\xF0\x9F\x93\xA0",629,"<ed><a0><bd><ed><b3><a0>",0,6.60619793490253e-06
"442",11,668,"back with leftwards arrow above","U+1F519","\xF0\x9F\x94\x99",668,"<ed><a0><bd><ed><b4><99>",0,6.60619793490253e-06
"443",11,765,"no pedestrians","U+1F6B7","\xF0\x9F\x9A\xB7",765,"<ed><a0><bd><ed><ba><b7>",0,6.60619793490253e-06
"444",10,108,"door","U+1F6AA","\xF0\x9F\x9A\xAA",108,"<ed><a0><bd><ed><ba><aa>",0,6.05568144032732e-06
"445",10,178,"information source","U+2139","\xE2\x84\xB9",178,"<e2><84><b9>",0,6.05568144032732e-06
"446",10,201,"white medium small square","U+25FD","\xE2\x97\xBD",201,"<e2><97><bd>",0,6.05568144032732e-06
"447",10,337,"cookie","U+1F36A","\xF0\x9F\x8D\xAA",337,"<ed><a0><bc><ed><bd><aa>",0,6.05568144032732e-06
"448",10,387,"clapper board","U+1F3AC","\xF0\x9F\x8E\xAC",387,"<ed><a0><bc><ed><be><ac>",0,6.05568144032732e-06
"449",10,400,"musical keyboard","U+1F3B9","\xF0\x9F\x8E\xB9",400,"<ed><a0><bc><ed><be><b9>",0,6.05568144032732e-06
"450",10,434,"sheep","U+1F411","\xF0\x9F\x90\x91",434,"<ed><a0><bd><ed><b0><91>",0,6.05568144032732e-06
"451",10,446,"tropical fish","U+1F420","\xF0\x9F\x90\xA0",446,"<ed><a0><bd><ed><b0><a0>",0,6.05568144032732e-06
"452",10,455,"poodle","U+1F429","\xF0\x9F\x90\xA9",455,"<ed><a0><bd><ed><b0><a9>",0,6.05568144032732e-06
"453",10,503,"handbag","U+1F45C","\xF0\x9F\x91\x9C",503,"<ed><a0><bd><ed><b1><9c>",0,6.05568144032732e-06
"454",10,522,"man with gua pi mao","U+1F472","\xF0\x9F\x91\xB2",522,"<ed><a0><bd><ed><b1><b2>",0,6.05568144032732e-06
"455",10,551,"kiss","U+1F48F","\xF0\x9F\x92\x8F",551,"<ed><a0><bd><ed><b2><8f>",0,6.05568144032732e-06
"456",9,114,"mens symbol","U+1F6B9","\xF0\x9F\x9A\xB9",114,"<ed><a0><bd><ed><ba><b9>",0,5.5051649457521e-06
"457",9,129,"squared free","U+1F193","\xF0\x9F\x86\x93",129,"<ed><a0><bc><ed><b6><93>",0,5.5051649457521e-06
"458",9,325,"bread","U+1F35E","\xF0\x9F\x8D\x9E",325,"<ed><a0><bc><ed><bd><9e>",0,5.5051649457521e-06
"459",9,355,"ribbon","U+1F380","\xF0\x9F\x8E\x80",355,"<ed><a0><bc><ed><be><80>",0,5.5051649457521e-06
"460",9,414,"swimmer","U+1F3CA","\xF0\x9F\x8F\x8A",414,"<ed><a0><bc><ed><bf><8a>",0,5.5051649457521e-06
"461",9,553,"couple with heart","U+1F491","\xF0\x9F\x92\x91",553,"<ed><a0><bd><ed><b2><91>",0,5.5051649457521e-06
"462",9,606,"chart with downwards trend","U+1F4C9","\xF0\x9F\x93\x89",606,"<ed><a0><bd><ed><b3><89>",0,5.5051649457521e-06
"463",9,699,"up-pointing red triangle","U+1F53A","\xF0\x9F\x94\xBA",699,"<ed><a0><bd><ed><b4><ba>",0,5.5051649457521e-06
"464",9,702,"down-pointing small red triangle","U+1F53D","\xF0\x9F\x94\xBD",702,"<ed><a0><bd><ed><b4><bd>",0,5.5051649457521e-06
"465",9,775,"globe with meridians","U+1F310","\xF0\x9F\x8C\x90",775,"<ed><a0><bc><ed><bc><90>",0,5.5051649457521e-06
"466",9,799,"rabbit","U+1F407","\xF0\x9F\x90\x87",799,"<ed><a0><bd><ed><b0><87>",0,5.5051649457521e-06
"467",9,804,"ram","U+1F40F","\xF0\x9F\x90\x8F",804,"<ed><a0><bd><ed><b0><8f>",0,5.5051649457521e-06
"468",8,117,"baby symbol","U+1F6BC","\xF0\x9F\x9A\xBC",117,"<ed><a0><bd><ed><ba><bc>",0,4.95464845117689e-06
"469",8,119,"water closet","U+1F6BE","\xF0\x9F\x9A\xBE",119,"<ed><a0><bd><ed><ba><be>",0,4.95464845117689e-06
"470",8,265,"night with stars","U+1F303","\xF0\x9F\x8C\x83",265,"<ed><a0><bc><ed><bc><83>",0,4.95464845117689e-06
"471",8,266,"sunrise over mountains","U+1F304","\xF0\x9F\x8C\x84",266,"<ed><a0><bc><ed><bc><84>",0,4.95464845117689e-06
"472",8,299,"fallen leaf","U+1F342","\xF0\x9F\x8D\x82",299,"<ed><a0><bc><ed><bd><82>",0,4.95464845117689e-06
"473",8,306,"watermelon","U+1F349","\xF0\x9F\x8D\x89",306,"<ed><a0><bc><ed><bd><89>",0,4.95464845117689e-06
"474",8,346,"cooking","U+1F373","\xF0\x9F\x8D\xB3",346,"<ed><a0><bc><ed><bd><b3>",0,4.95464845117689e-06
"475",8,425,"school","U+1F3EB","\xF0\x9F\x8F\xAB",425,"<ed><a0><bc><ed><bf><ab>",0,4.95464845117689e-06
"476",8,456,"bactrian camel","U+1F42B","\xF0\x9F\x90\xAB",456,"<ed><a0><bd><ed><b0><ab>",0,4.95464845117689e-06
"477",8,464,"spouting whale","U+1F433","\xF0\x9F\x90\xB3",464,"<ed><a0><bd><ed><b0><b3>",0,4.95464845117689e-06
"478",8,471,"wolf face","U+1F43A","\xF0\x9F\x90\xBA",471,"<ed><a0><bd><ed><b0><ba>",0,4.95464845117689e-06
"479",8,498,"dress","U+1F457","\xF0\x9F\x91\x97",498,"<ed><a0><bd><ed><b1><97>",0,4.95464845117689e-06
"480",8,527,"construction worker","U+1F477","\xF0\x9F\x91\xB7",527,"<ed><a0><bd><ed><b1><b7>",0,4.95464845117689e-06
"481",8,591,"seat","U+1F4BA","\xF0\x9F\x92\xBA",591,"<ed><a0><bd><ed><b2><ba>",0,4.95464845117689e-06
"482",8,644,"mobile phone with rightwards arrow at left","U+1F4F2","\xF0\x9F\x93\xB2",644,"<ed><a0><bd><ed><b3><b2>",0,4.95464845117689e-06
"483",8,656,"electric plug","U+1F50C","\xF0\x9F\x94\x8C",656,"<ed><a0><bd><ed><b4><8c>",0,4.95464845117689e-06
"484",8,715,"mount fuji","U+1F5FB","\xF0\x9F\x97\xBB",715,"<ed><a0><bd><ed><b7><bb>",0,4.95464845117689e-06
"485",7,122,"negative squared latin capital letter a","U+1F170","\xF0\x9F\x85\xB0",122,"<ed><a0><bc><ed><b5><b0>",0,4.40413195660168e-06
"486",7,179,"left right arrow","U+2194","\xE2\x86\x94",179,"<e2><86><94>",0,4.40413195660168e-06
"487",7,226,"black diamond suit","U+2666","\xE2\x99\xA6",226,"<e2><99><a6>",0,4.40413195660168e-06
"488",7,255,"heavy large circle","U+2B55","\xE2\xAD\x95",255,"<e2><ad><95>",0,4.40413195660168e-06
"489",7,273,"volcano","U+1F30B","\xF0\x9F\x8C\x8B",273,"<ed><a0><bc><ed><bc><8b>",0,4.40413195660168e-06
"490",7,360,"father christmas","U+1F385","\xF0\x9F\x8E\x85",360,"<ed><a0><bc><ed><be><85>",0,4.40413195660168e-06
"491",7,378,"fishing pole and fish","U+1F3A3","\xF0\x9F\x8E\xA3",378,"<ed><a0><bc><ed><be><a3>",0,4.40413195660168e-06
"492",7,389,"video game","U+1F3AE","\xF0\x9F\x8E\xAE",389,"<ed><a0><bc><ed><be><ae>",0,4.40413195660168e-06
"493",7,391,"slot machine","U+1F3B0","\xF0\x9F\x8E\xB0",391,"<ed><a0><bc><ed><be><b0>",0,4.40413195660168e-06
"494",7,417,"office building","U+1F3E2","\xF0\x9F\x8F\xA2",417,"<ed><a0><bc><ed><bf><a2>",0,4.40413195660168e-06
"495",7,419,"hospital","U+1F3E5","\xF0\x9F\x8F\xA5",419,"<ed><a0><bc><ed><bf><a5>",0,4.40413195660168e-06
"496",7,421,"automated teller machine","U+1F3E7","\xF0\x9F\x8F\xA7",421,"<ed><a0><bc><ed><bf><a7>",0,4.40413195660168e-06
"497",7,423,"love hotel","U+1F3E9","\xF0\x9F\x8F\xA9",423,"<ed><a0><bc><ed><bf><a9>",0,4.40413195660168e-06
"498",7,439,"octopus","U+1F419","\xF0\x9F\x90\x99",439,"<ed><a0><bd><ed><b0><99>",0,4.40413195660168e-06
"499",7,441,"bug","U+1F41B","\xF0\x9F\x90\x9B",441,"<ed><a0><bd><ed><b0><9b>",0,4.40413195660168e-06
"500",7,554,"wedding","U+1F492","\xF0\x9F\x92\x92",554,"<ed><a0><bd><ed><b2><92>",0,4.40413195660168e-06
"501",7,570,"anger symbol","U+1F4A2","\xF0\x9F\x92\xA2",570,"<ed><a0><bd><ed><b2><a2>",0,4.40413195660168e-06
"502",7,599,"open file folder","U+1F4C2","\xF0\x9F\x93\x82",599,"<ed><a0><bd><ed><b3><82>",0,4.40413195660168e-06
"503",7,616,"notebook","U+1F4D3","\xF0\x9F\x93\x93",616,"<ed><a0><bd><ed><b3><93>",0,4.40413195660168e-06
"504",7,651,"radio","U+1F4FB","\xF0\x9F\x93\xBB",651,"<ed><a0><bd><ed><b3><bb>",0,4.40413195660168e-06
"505",7,663,"open lock","U+1F513","\xF0\x9F\x94\x93",663,"<ed><a0><bd><ed><b4><93>",0,4.40413195660168e-06
"506",7,738,"helicopter","U+1F681","\xF0\x9F\x9A\x81",738,"<ed><a0><bd><ed><ba><81>",0,4.40413195660168e-06
"507",7,810,"busts in silhouette","U+1F465","\xF0\x9F\x91\xA5",810,"<ed><a0><bd><ed><b1><a5>",0,4.40413195660168e-06
"508",6,98,"taxi","U+1F695","\xF0\x9F\x9A\x95",98,"<ed><a0><bd><ed><ba><95>",0,3.85361546202647e-06
"509",6,132,"squared ng","U+1F196","\xF0\x9F\x86\x96",132,"<ed><a0><bc><ed><b6><96>",0,3.85361546202647e-06
"510",6,196,"white small square","U+25AB","\xE2\x96\xAB",196,"<e2><96><ab>",0,3.85361546202647e-06
"511",6,198,"black left-pointing triangle","U+25C0","\xE2\x97\x80",198,"<e2><97><80>",0,3.85361546202647e-06
"512",6,237,"snowman without snow","U+26C4","\xE2\x9B\x84",237,"<e2><9b><84>",0,3.85361546202647e-06
"513",6,244,"sailboat","U+26F5","\xE2\x9B\xB5",244,"<e2><9b><b5>",0,3.85361546202647e-06
"514",6,460,"tiger face","U+1F42F","\xF0\x9F\x90\xAF",460,"<ed><a0><bd><ed><b0><af>",0,3.85361546202647e-06
"515",6,509,"womans boots","U+1F462","\xF0\x9F\x91\xA2",509,"<ed><a0><bd><ed><b1><a2>",0,3.85361546202647e-06
"516",6,600,"page with curl","U+1F4C3","\xF0\x9F\x93\x83",600,"<ed><a0><bd><ed><b3><83>",0,3.85361546202647e-06
"517",6,603,"tear-off calendar","U+1F4C6","\xF0\x9F\x93\x86",603,"<ed><a0><bd><ed><b3><86>",0,3.85361546202647e-06
"518",6,638,"envelope with downwards arrow above","U+1F4E9","\xF0\x9F\x93\xA9",638,"<ed><a0><bd><ed><b3><a9>",0,3.85361546202647e-06
"519",6,696,"large blue diamond","U+1F537","\xF0\x9F\x94\xB7",696,"<ed><a0><bd><ed><b4><b7>",0,3.85361546202647e-06
"520",6,743,"oncoming bus","U+1F68D","\xF0\x9F\x9A\x8D",743,"<ed><a0><bd><ed><ba><8d>",0,3.85361546202647e-06
"521",6,748,"oncoming automobile","U+1F698","\xF0\x9F\x9A\x98",748,"<ed><a0><bd><ed><ba><98>",0,3.85361546202647e-06
"522",6,751,"monorail","U+1F69D","\xF0\x9F\x9A\x9D",751,"<ed><a0><bd><ed><ba><9d>",0,3.85361546202647e-06
"523",6,790,"rugby football","U+1F3C9","\xF0\x9F\x8F\x89",790,"<ed><a0><bc><ed><bf><89>",0,3.85361546202647e-06
"524",6,800,"cat","U+1F408","\xF0\x9F\x90\x88",800,"<ed><a0><bd><ed><b0><88>",0,3.85361546202647e-06
"525",5,91,"metro","U+1F687","\xF0\x9F\x9A\x87",91,"<ed><a0><bd><ed><ba><87>",0,3.30309896745126e-06
"526",5,103,"speedboat","U+1F6A4","\xF0\x9F\x9A\xA4",103,"<ed><a0><bd><ed><ba><a4>",0,3.30309896745126e-06
"527",5,111,"no smoking symbol","U+1F6AD","\xF0\x9F\x9A\xAD",111,"<ed><a0><bd><ed><ba><ad>",0,3.30309896745126e-06
"528",5,112,"bicycle","U+1F6B2","\xF0\x9F\x9A\xB2",112,"<ed><a0><bd><ed><ba><b2>",0,3.30309896745126e-06
"529",5,190,"black left-pointing double triangle","U+23EA","\xE2\x8F\xAA",190,"<e2><8f><aa>",0,3.30309896745126e-06
"530",5,192,"black down-pointing double triangle","U+23EC","\xE2\x8F\xAC",192,"<e2><8f><ac>",0,3.30309896745126e-06
"531",5,257,"part alternation mark","U+303D","\xE3\x80\xBD",257,"<e3><80><bd>",0,3.30309896745126e-06
"532",5,267,"sunrise","U+1F305","\xF0\x9F\x8C\x85",267,"<ed><a0><bc><ed><bc><85>",0,3.30309896745126e-06
"533",5,284,"chestnut","U+1F330","\xF0\x9F\x8C\xB0",284,"<ed><a0><bc><ed><bc><b0>",0,3.30309896745126e-06
"534",5,309,"pineapple","U+1F34D","\xF0\x9F\x8D\x8D",309,"<ed><a0><bc><ed><bd><8d>",0,3.30309896745126e-06
"535",5,328,"dango","U+1F361","\xF0\x9F\x8D\xA1",328,"<ed><a0><bc><ed><bd><a1>",0,3.30309896745126e-06
"536",5,334,"shaved ice","U+1F367","\xF0\x9F\x8D\xA7",334,"<ed><a0><bc><ed><bd><a7>",0,3.30309896745126e-06
"537",5,371,"wind chime","U+1F390","\xF0\x9F\x8E\x90",371,"<ed><a0><bc><ed><be><90>",0,3.30309896745126e-06
"538",5,405,"tennis racquet and ball","U+1F3BE","\xF0\x9F\x8E\xBE",405,"<ed><a0><bc><ed><be><be>",0,3.30309896745126e-06
"539",5,409,"snowboarder","U+1F3C2","\xF0\x9F\x8F\x82",409,"<ed><a0><bc><ed><bf><82>",0,3.30309896745126e-06
"540",5,422,"hotel","U+1F3E8","\xF0\x9F\x8F\xA8",422,"<ed><a0><bc><ed><bf><a8>",0,3.30309896745126e-06
"541",5,457,"dolphin","U+1F42C","\xF0\x9F\x90\xAC",457,"<ed><a0><bd><ed><b0><ac>",0,3.30309896745126e-06
"542",5,548,"love letter","U+1F48C","\xF0\x9F\x92\x8C",548,"<ed><a0><bd><ed><b2><8c>",0,3.30309896745126e-06
"543",5,581,"white flower","U+1F4AE","\xF0\x9F\x92\xAE",581,"<ed><a0><bd><ed><b2><ae>",0,3.30309896745126e-06
"544",5,618,"closed book","U+1F4D5","\xF0\x9F\x93\x95",618,"<ed><a0><bd><ed><b3><95>",0,3.30309896745126e-06
"545",5,636,"e-mail symbol","U+1F4E7","\xF0\x9F\x93\xA7",636,"<ed><a0><bd><ed><b3><a7>",0,3.30309896745126e-06
"546",5,655,"battery","U+1F50B","\xF0\x9F\x94\x8B",655,"<ed><a0><bd><ed><b4><8b>",0,3.30309896745126e-06
"547",5,657,"left-pointing magnifying glass","U+1F50D","\xF0\x9F\x94\x8D",657,"<ed><a0><bd><ed><b4><8d>",0,3.30309896745126e-06
"548",5,658,"right-pointing magnifying glass","U+1F50E","\xF0\x9F\x94\x8E",658,"<ed><a0><bd><ed><b4><8e>",0,3.30309896745126e-06
"549",5,660,"closed lock with key","U+1F510","\xF0\x9F\x94\x90",660,"<ed><a0><bd><ed><b4><90>",0,3.30309896745126e-06
"550",5,670,"on with exclamation mark with left right arrow above","U+1F51B","\xF0\x9F\x94\x9B",670,"<ed><a0><bd><ed><b4><9b>",0,3.30309896745126e-06
"551",5,681,"electric torch","U+1F526","\xF0\x9F\x94\xA6",681,"<ed><a0><bd><ed><b4><a6>",0,3.30309896745126e-06
"552",5,795,"water buffalo","U+1F403","\xF0\x9F\x90\x83",795,"<ed><a0><bd><ed><b0><83>",0,3.30309896745126e-06
"553",5,816,"open mailbox with raised flag","U+1F4EC","\xF0\x9F\x93\xAC",816,"<ed><a0><bd><ed><b3><ac>",0,3.30309896745126e-06
"554",4,102,"ship","U+1F6A2","\xF0\x9F\x9A\xA2",102,"<ed><a0><bd><ed><ba><a2>",0,2.75258247287605e-06
"555",4,124,"negative squared latin capital letter o","U+1F17E","\xF0\x9F\x85\xBE",124,"<ed><a0><bc><ed><b5><be>",0,2.75258247287605e-06
"556",4,185,"leftwards arrow with hook","U+21A9","\xE2\x86\xA9",185,"<e2><86><a9>",0,2.75258247287605e-06
"557",4,186,"rightwards arrow with hook","U+21AA","\xE2\x86\xAA",186,"<e2><86><aa>",0,2.75258247287605e-06
"558",4,213,"gemini","U+264A","\xE2\x99\x8A",213,"<e2><99><8a>",0,2.75258247287605e-06
"559",4,281,"first quarter moon with face","U+1F31B","\xF0\x9F\x8C\x9B",281,"<ed><a0><bc><ed><bc><9b>",0,2.75258247287605e-06
"560",4,301,"mushroom","U+1F344","\xF0\x9F\x8D\x84",301,"<ed><a0><bc><ed><bd><84>",0,2.75258247287605e-06
"561",4,331,"fried shrimp","U+1F364","\xF0\x9F\x8D\xA4",331,"<ed><a0><bc><ed><bd><a4>",0,2.75258247287605e-06
"562",4,373,"school satchel","U+1F392","\xF0\x9F\x8E\x92",373,"<ed><a0><bc><ed><be><92>",0,2.75258247287605e-06
"563",4,406,"ski and ski boot","U+1F3BF","\xF0\x9F\x8E\xBF",406,"<ed><a0><bc><ed><be><bf>",0,2.75258247287605e-06
"564",4,415,"house building","U+1F3E0","\xF0\x9F\x8F\xA0",415,"<ed><a0><bc><ed><bf><a0>",0,2.75258247287605e-06
"565",4,463,"dragon face","U+1F432","\xF0\x9F\x90\xB2",463,"<ed><a0><bd><ed><b0><b2>",0,2.75258247287605e-06
"566",4,470,"hamster face","U+1F439","\xF0\x9F\x90\xB9",470,"<ed><a0><bd><ed><b0><b9>",0,2.75258247287605e-06
"567",4,496,"t-shirt","U+1F455","\xF0\x9F\x91\x95",496,"<ed><a0><bd><ed><b1><95>",0,2.75258247287605e-06
"568",4,501,"womans clothes","U+1F45A","\xF0\x9F\x91\x9A",501,"<ed><a0><bd><ed><b1><9a>",0,2.75258247287605e-06
"569",4,594,"minidisc","U+1F4BD","\xF0\x9F\x92\xBD",594,"<ed><a0><bd><ed><b2><bd>",0,2.75258247287605e-06
"570",4,634,"inbox tray","U+1F4E5","\xF0\x9F\x93\xA5",634,"<ed><a0><bd><ed><b3><a5>",0,2.75258247287605e-06
"571",4,637,"incoming envelope","U+1F4E8","\xF0\x9F\x93\xA8",637,"<ed><a0><bd><ed><b3><a8>",0,2.75258247287605e-06
"572",4,649,"video camera","U+1F4F9","\xF0\x9F\x93\xB9",649,"<ed><a0><bd><ed><b3><b9>",0,2.75258247287605e-06
"573",4,662,"lock","U+1F512","\xF0\x9F\x94\x92",662,"<ed><a0><bd><ed><b4><92>",0,2.75258247287605e-06
"574",4,682,"wrench","U+1F527","\xF0\x9F\x94\xA7",682,"<ed><a0><bd><ed><b4><a7>",0,2.75258247287605e-06
"575",4,697,"small orange diamond","U+1F538","\xF0\x9F\x94\xB8",697,"<ed><a0><bd><ed><b4><b8>",0,2.75258247287605e-06
"576",4,714,"clock face twelve oclock","U+1F55B","\xF0\x9F\x95\x9B",714,"<ed><a0><bd><ed><b5><9b>",0,2.75258247287605e-06
"577",4,752,"mountain railway","U+1F69E","\xF0\x9F\x9A\x9E",752,"<ed><a0><bd><ed><ba><9e>",0,2.75258247287605e-06
"578",4,787,"pear","U+1F350","\xF0\x9F\x8D\x90",787,"<ed><a0><bc><ed><bd><90>",0,2.75258247287605e-06
"579",4,803,"whale","U+1F40B","\xF0\x9F\x90\x8B",803,"<ed><a0><bd><ed><b0><8b>",0,2.75258247287605e-06
"580",4,822,"clockwise rightwards and leftwards open circle arrows with circled one overlay","U+1F502","\xF0\x9F\x94\x82",822,"<ed><a0><bd><ed><b4><82>",0,2.75258247287605e-06
"581",3,67,"black nib","U+2712","\xE2\x9C\x92",67,"<e2><9c><92>",0,2.20206597830084e-06
"582",3,182,"north east arrow","U+2197","\xE2\x86\x97",182,"<e2><86><97>",0,2.20206597830084e-06
"583",3,234,"medium black circle","U+26AB","\xE2\x9A\xAB",234,"<e2><9a><ab>",0,2.20206597830084e-06
"584",3,247,"arrow pointing rightwards then curving upwards","U+2934","\xE2\xA4\xB4",247,"<e2><a4><b4>",0,2.20206597830084e-06
"585",3,268,"cityscape at dusk","U+1F306","\xF0\x9F\x8C\x86",268,"<ed><a0><bc><ed><bc><86>",0,2.20206597830084e-06
"586",3,271,"bridge at night","U+1F309","\xF0\x9F\x8C\x89",271,"<ed><a0><bc><ed><bc><89>",0,2.20206597830084e-06
"587",3,324,"spaghetti","U+1F35D","\xF0\x9F\x8D\x9D",324,"<ed><a0><bc><ed><bd><9d>",0,2.20206597830084e-06
"588",3,335,"ice cream","U+1F368","\xF0\x9F\x8D\xA8",335,"<ed><a0><bc><ed><bd><a8>",0,2.20206597830084e-06
"589",3,392,"billiards","U+1F3B1","\xF0\x9F\x8E\xB1",392,"<ed><a0><bc><ed><be><b1>",0,2.20206597830084e-06
"590",3,437,"boar","U+1F417","\xF0\x9F\x90\x97",437,"<ed><a0><bd><ed><b0><97>",0,2.20206597830084e-06
